scenario_id,plan_id,rule_id,severity,message,year,month,source_id,actual,limit,excess
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 72.217 т превышает ёмкость хранилища Base storage 70.0 т в 2036-09 (поставка одной партией в начале месяца; запас на начало 60.037 т, нетто-поступление 12.180 т, выдача 9.333 т)",2036,9,,72.217124,70.000000,2.217124
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 75.064 т превышает ёмкость хранилища Base storage 70.0 т в 2036-10 (поставка одной партией в начале месяца; запас на начало 62.884 т, нетто-поступление 12.180 т, выдача 9.333 т)",2036,10,,75.064163,70.000000,5.064163
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 77.911 т превышает ёмкость хранилища Base storage 70.0 т в 2036-11 (поставка одной партией в начале месяца; запас на начало 65.731 т, нетто-поступление 12.180 т, выдача 9.333 т)",2036,11,,77.911202,70.000000,7.911202
TEAM_LOW_DEMAND,P4_full,STORAGE_OVERFLOW,hard,запас на конец месяца 71.425 т превышает ёмкость хранилища Base storage 70.0 т в 2036-12,2036,12,,71.424908,70.000000,1.424908
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 80.758 т превышает ёмкость хранилища Base storage 70.0 т в 2036-12 (поставка одной партией в начале месяца; запас на начало 68.578 т, нетто-поступление 12.180 т, выдача 9.333 т)",2036,12,,80.758241,70.000000,10.758241
TEAM_LOW_DEMAND,P4_full,STORAGE_OVERFLOW,hard,запас на конец месяца 74.929 т превышает ёмкость хранилища Base storage 70.0 т в 2037-01,2037,1,,74.928636,70.000000,4.928636
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 87.595 т превышает ёмкость хранилища Base storage 70.0 т в 2037-01 (поставка одной партией в начале месяца; запас на начало 71.425 т, нетто-поступление 16.170 т, выдача 12.667 т)",2037,1,,87.595302,70.000000,17.595302
TEAM_LOW_DEMAND,P4_full,STORAGE_OVERFLOW,hard,запас на конец месяца 78.432 т превышает ёмкость хранилища Base storage 70.0 т в 2037-02,2037,2,,78.432363,70.000000,8.432363
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 91.099 т превышает ёмкость хранилища Base storage 70.0 т в 2037-02 (поставка одной партией в начале месяца; запас на начало 74.929 т, нетто-поступление 16.170 т, выдача 12.667 т)",2037,2,,91.099030,70.000000,21.099030
TEAM_LOW_DEMAND,P4_full,STORAGE_OVERFLOW,hard,запас на конец месяца 81.936 т превышает ёмкость хранилища Base storage 70.0 т в 2037-03,2037,3,,81.936091,70.000000,11.936091
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 94.603 т превышает ёмкость хранилища Base storage 70.0 т в 2037-03 (поставка одной партией в начале месяца; запас на начало 78.432 т, нетто-поступление 16.170 т, выдача 12.667 т)",2037,3,,94.602757,70.000000,24.602757
TEAM_LOW_DEMAND,P4_full,STORAGE_OVERFLOW,hard,запас на конец месяца 85.440 т превышает ёмкость хранилища Base storage 70.0 т в 2037-04,2037,4,,85.439818,70.000000,15.439818
TEAM_LOW_DEMAND,P4_full,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 98.106 т превышает ёмкость хранилища Base storage 70.0 т в 2037-04 (поставка одной партией в начале месяца; запас на начало 81.936 т, нетто-поступление 16.170 т, выдача 12.667 т)",2037,4,,98.106485,70.000000,28.106485
