scenario_id,plan_id,rule_id,severity,message,year,month,source_id,actual,limit,excess
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 72.217 t exceeds Base storage capacity 70.0 t within 2036-09 (before withdrawals),2036,9,,72.217124,70.000000,2.217124
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 75.064 t exceeds Base storage capacity 70.0 t within 2036-10 (before withdrawals),2036,10,,75.064163,70.000000,5.064163
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 77.911 t exceeds Base storage capacity 70.0 t within 2036-11 (before withdrawals),2036,11,,77.911202,70.000000,7.911202
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 71.425 t exceeds Base storage capacity 70.0 t in 2036-12,2036,12,,71.424908,70.000000,1.424908
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 74.929 t exceeds Base storage capacity 70.0 t in 2037-01,2037,1,,74.928636,70.000000,4.928636
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 78.432 t exceeds Base storage capacity 70.0 t in 2037-02,2037,2,,78.432363,70.000000,8.432363
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 81.936 t exceeds Base storage capacity 70.0 t in 2037-03,2037,3,,81.936091,70.000000,11.936091
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 85.440 t exceeds Base storage capacity 70.0 t in 2037-04,2037,4,,85.439818,70.000000,15.439818
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 88.944 t exceeds Base storage capacity 70.0 t in 2037-05,2037,5,,88.943546,70.000000,18.943546
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 92.447 t exceeds Base storage capacity 70.0 t in 2037-06,2037,6,,92.447273,70.000000,22.447273
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 121.364 t exceeds ZBO modernization capacity 120.0 t within 2037-10 (before withdrawals),2037,10,,121.363921,120.000000,1.363921
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 125.426 t exceeds ZBO modernization capacity 120.0 t within 2037-11 (before withdrawals),2037,11,,125.426416,120.000000,5.426416
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 129.489 t exceeds ZBO modernization capacity 120.0 t within 2037-12 (before withdrawals),2037,12,,129.488911,120.000000,9.488911
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 130.141 t exceeds ZBO modernization capacity 120.0 t within 2038-01 (before withdrawals),2038,1,,130.141423,120.000000,10.141423
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 126.794 t exceeds ZBO modernization capacity 120.0 t within 2038-02 (before withdrawals),2038,2,,126.793935,120.000000,6.793935
TEAM_LOW_DEMAND,P3_isru_zbo,INTRA_MONTH_PEAK,warning,stock after inflow 133.326 t exceeds ZBO modernization capacity 120.0 t within 2038-03 (before withdrawals),2038,3,,133.326447,120.000000,13.326447
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 123.192 t exceeds ZBO modernization capacity 120.0 t in 2038-04,2038,4,,123.192292,120.000000,3.192292
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 129.725 t exceeds ZBO modernization capacity 120.0 t in 2038-05,2038,5,,129.724804,120.000000,9.724804
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 136.257 t exceeds ZBO modernization capacity 120.0 t in 2038-06,2038,6,,136.257316,120.000000,16.257316
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 142.790 t exceeds ZBO modernization capacity 120.0 t in 2038-07,2038,7,,142.789828,120.000000,22.789828
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 149.322 t exceeds ZBO modernization capacity 120.0 t in 2038-08,2038,8,,149.322340,120.000000,29.322340
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 155.855 t exceeds ZBO modernization capacity 120.0 t in 2038-09,2038,9,,155.854852,120.000000,35.854852
TEAM_LOW_DEMAND,P3_isru_zbo,STORAGE_OVERFLOW,hard,end-of-month stock 162.387 t exceeds ZBO modernization capacity 120.0 t in 2038-10,2038,10,,162.387364,120.000000,42.387364
