sample_id,u_demand,u_isru,u_price,demand_increase,isru_reduction,coupled_isru_reduction,price_deviation
1,0.04131052327140927,0.449256131724166,0.727124681558904,0.0008262104654281854,0.00898512263448332,0.0008262104654281854,0.045424936311780795
2,0.8838588229954303,0.6595064386383774,0.3739344336168069,0.017677176459908607,0.013190128772767548,0.017677176459908607,-0.025213113276638624
3,0.6889397785179787,0.7079573252149468,0.27292693343974483,0.013778795570359575,0.014159146504298937,0.013778795570359575,-0.04541461331205104
4,0.8796449373932881,0.23809096304081545,0.04863512298326622,0.01759289874786576,0.004761819260816309,0.01759289874786576,-0.09027297540334676
5,0.8893909976927539,0.5179003840769907,0.8057595108026706,0.017787819953855078,0.010358007681539813,0.017787819953855078,0.06115190216053412
6,0.1975611735414976,0.6434730791490758,0.28161463789136076,0.0039512234708299525,0.012869461582981516,0.0039512234708299525,-0.04367707242172785
7,0.8378022752707558,0.4356118002096915,0.4870850609791012,0.016756045505415117,0.00871223600419383,0.016756045505415117,-0.0025829878041797594
8,0.28760140988688865,0.5306950277267188,0.6881513878671396,0.005752028197737773,0.010613900554534378,0.005752028197737773,0.03763027757342792
9,0.6818502347117622,0.10993230628267858,0.9412212990188832,0.013637004694235245,0.0021986461256535716,0.013637004694235245,0.08824425980377665
10,0.4485765412959867,0.20423987642387564,0.48672663769212055,0.008971530825919734,0.004084797528477513,0.008971530825919734,-0.002654672461575891
11,0.9953732554952399,0.6868165619188489,0.854245158010769,0.0199074651099048,0.013736331238376977,0.0199074651099048,0.07084903160215379
12,0.8759151400734059,0.7232566482887947,0.3326212732480165,0.017518302801468117,0.014465132965775894,0.017518302801468117,-0.033475745350396706
13,0.35032220536872016,0.12625608461126647,0.7183282965466226,0.007006444107374403,0.0025251216922253295,0.007006444107374403,0.04366565930932451
14,0.1070247766430491,0.7373159955966917,0.2712160853120512,0.002140495532860982,0.014746319911933835,0.002140495532860982,-0.04575678293758976
15,0.041344633828672595,0.669085319117116,0.43248124975518454,0.0008268926765734519,0.01338170638234232,0.0008268926765734519,-0.013503750048963092
16,0.14144204035251762,0.7106392729273748,0.47383656471813906,0.0028288408070503523,0.014212785458547497,0.0028288408070503523,-0.005232687056372188
17,0.5756845464468002,0.4529936312493298,0.6890051389602306,0.011513690928936005,0.009059872624986596,0.011513690928936005,0.03780102779204613
18,0.12535816092664387,0.07900105785747547,0.49636285784647505,0.0025071632185328773,0.0015800211571495094,0.0025071632185328773,-0.0007274284307049906
19,0.24477274682971284,0.8435747575046115,0.7748618574367139,0.004895454936594257,0.01687149515009223,0.004895454936594257,0.054972371487342776
20,0.23002937811456758,0.7471061383341431,0.49582586720325716,0.004600587562291352,0.014942122766682862,0.004600587562291352,-0.0008348265593485671
21,0.3952067600357254,0.5649066538910049,0.9318466927002693,0.007904135200714509,0.011298133077820098,0.007904135200714509,0.08636933854005387
22,0.8479199694505821,0.6797543476070889,0.04947712240387803,0.01695839938901164,0.013595086952141778,0.01695839938901164,-0.0901045755192244
23,0.7074421459474991,0.026470513163068365,0.33036719486253385,0.014148842918949982,0.0005294102632613674,0.014148842918949982,-0.03392656102749323
24,0.7442558802798751,0.028197054453668713,0.09122376488147077,0.014885117605597502,0.0005639410890733743,0.014885117605597502,-0.08175524702370585
25,0.7641094703017123,0.980894074376663,0.21264210832507002,0.015282189406034246,0.01961788148753326,0.015282189406034246,-0.057471578334986
26,0.1959687834048648,0.3967686398150655,0.461731657954766,0.0039193756680972955,0.00793537279630131,0.0039193756680972955,-0.007653668409046799
27,0.6752151319208735,0.18792740168050115,0.9585696110040343,0.01350430263841747,0.003758548033610023,0.01350430263841747,0.09171392220080686
28,0.5551758205093201,0.6828141106714399,0.18983855740334277,0.011103516410186403,0.0136562822134288,0.011103516410186403,-0.06203228851933145
29,0.9736598258632219,0.9272671487263819,0.564713224576923,0.019473196517264438,0.01854534297452764,0.019473196517264438,0.012942644915384594
30,0.6274448967799466,0.6162608837339147,0.8105659677305616,0.012548897935598933,0.012325217674678295,0.012548897935598933,0.06211319354611231
31,0.2569167341003402,0.3348073102926892,0.6075675880014155,0.005138334682006805,0.006696146205853784,0.005138334682006805,0.021513517600283107
32,0.8794139472313804,0.36961564322753915,0.06456444655133242,0.017588278944627608,0.007392312864550783,0.017588278944627608,-0.08708711068973352
33,0.12413444256070938,0.42799062907226093,0.5420485997560136,0.0024826888512141875,0.008559812581445218,0.0024826888512141875,0.008409719951202722
34,0.5647361430218484,0.982779972560969,0.2179333439535447,0.011294722860436968,0.01965559945121938,0.011294722860436968,-0.05641333120929107
35,0.17704284846505225,0.20794832516540218,0.07240215914501802,0.003540856969301045,0.004158966503308044,0.003540856969301045,-0.0855195681709964
36,0.546619593147011,0.930954478687379,0.6479050324853546,0.01093239186294022,0.01861908957374758,0.01093239186294022,0.02958100649707092
37,0.6796480113368835,0.5405897399768717,0.39687061159247194,0.01359296022673767,0.010811794799537434,0.01359296022673767,-0.020625877681505613
38,0.7392911496690469,0.9271080771741939,0.5844076636886733,0.014785822993380937,0.018542161543483877,0.014785822993380937,0.016881532737734652
39,0.14412516261657915,0.32509880677949343,0.005177044533902775,0.002882503252331583,0.006501976135589869,0.002882503252331583,-0.09896459109321945
40,0.9294386120253618,0.6623786841648849,0.8529167496536562,0.018588772240507236,0.013247573683297698,0.018588772240507236,0.07058334993073123
41,0.330340417629686,0.4359070999045106,0.08997122182626682,0.00660680835259372,0.008718141998090212,0.00660680835259372,-0.08200575563474664
42,0.1170757664186387,0.94732469523443,0.38084142343598704,0.002341515328372774,0.0189464939046886,0.002341515328372774,-0.023831715312802593
43,0.9775981552342153,0.22446791153439094,0.4994588686293413,0.01955196310468431,0.004489358230687819,0.01955196310468431,-0.00010822627413173969
44,0.7232637518721158,0.993830049678907,0.021771112990958463,0.014465275037442316,0.01987660099357814,0.014465275037442316,-0.09564577740180831
45,0.17775836325065997,0.014227045620791023,0.9990709068757713,0.0035551672650131995,0.0002845409124158205,0.0035551672650131995,0.09981418137515426
46,0.7113190677742838,0.6473141655948174,0.6343737143790434,0.014226381355485675,0.012946283311896347,0.014226381355485675,0.02687474287580869
47,0.9204429554105251,0.936774076064791,0.9206939316343975,0.018408859108210503,0.01873548152129582,0.018408859108210503,0.0841387863268795
48,0.6478834748136253,0.40331102953735776,0.0036778026001702546,0.012957669496272506,0.008066220590747155,0.012957669496272506,-0.09926443947996595
49,0.9876724599847888,0.9469256214010078,0.411067460560114,0.019753449199695777,0.018938512428020155,0.019753449199695777,-0.0177865078879772
50,0.8616356951461075,0.8619309344795538,0.7113887858037017,0.01723271390292215,0.017238618689591076,0.01723271390292215,0.04227775716074034
51,0.8987783962691519,0.011621039249909204,0.06940432587284062,0.01797556792538304,0.00023242078499818408,0.01797556792538304,-0.08611913482543188
52,0.5052793811733852,0.3357873639350111,0.6120633144729482,0.010105587623467705,0.006715747278700222,0.010105587623467705,0.02241266289458963
53,0.30732517600128184,0.17967879920644902,0.32839707134020535,0.006146503520025637,0.0035935759841289805,0.006146503520025637,-0.03432058573195893
54,0.3169788002248033,0.015539961267313718,0.27960529965530834,0.006339576004496066,0.00031079922534627436,0.006339576004496066,-0.04407894006893834
55,0.45218805668029616,0.4114973071629183,0.6590298984088995,0.009043761133605924,0.008229946143258367,0.009043761133605924,0.031805979681779895
56,0.4660560484720967,0.6428123630954333,0.05397237791638343,0.009321120969441933,0.012856247261908666,0.009321120969441933,-0.08920552441672332
57,0.3939592642429307,0.015392396767534233,0.5078919831003463,0.007879185284858614,0.0003078479353506847,0.007879185284858614,0.001578396620069267
58,0.07266731444279195,0.4446233144350079,0.6923539750476839,0.001453346288855839,0.00889246628870016,0.001453346288855839,0.03847079500953679
59,0.41395254281447547,0.5188634880046314,0.8011669613355342,0.00827905085628951,0.01037726976009263,0.00827905085628951,0.06023339226710685
60,0.9899237239155764,0.35650009667611626,0.7415484274488814,0.01979847447831153,0.007130001933522326,0.01979847447831153,0.04830968548977628
61,0.6415372775218072,0.09517970003177667,0.20365425086939748,0.012830745550436146,0.0019035940006355335,0.012830745550436146,-0.059269149826120505
62,0.29662255097460355,0.8625397249181638,0.4361049323209655,0.005932451019492071,0.017250794498363278,0.005932451019492071,-0.012779013535806905
63,0.8661160030715427,0.5636420015762977,0.42079925093087656,0.017322320061430856,0.011272840031525955,0.017322320061430856,-0.01584014981382469
64,0.24624975317582298,0.31731054666597736,0.34616379888001025,0.00492499506351646,0.006346210933319547,0.00492499506351646,-0.03076724022399795
65,0.13082648699409083,0.7107365216726151,0.5067844625356874,0.0026165297398818167,0.014214730433452304,0.0026165297398818167,0.001356892507137486
66,0.6164570025304514,0.03217972934729829,0.6810782999331149,0.01232914005060903,0.0006435945869459658,0.01232914005060903,0.036215659986622975
67,0.5372714705910037,0.8984340341808795,0.7303630487462532,0.010745429411820074,0.01796868068361759,0.010745429411820074,0.04607260974925065
68,0.21098769422879216,0.9214799787336329,0.9875312668864786,0.004219753884575843,0.018429599574672658,0.004219753884575843,0.09750625337729574
69,0.84497630898326,0.3100221393502438,0.264644048430439,0.0168995261796652,0.006200442787004877,0.0168995261796652,-0.04707119031391221
70,0.32646491699922386,0.6729390287784929,0.3407848279338047,0.006529298339984477,0.013458780575569857,0.006529298339984477,-0.03184303441323906
71,0.6463070220057393,0.8117769369340893,0.3615357080655276,0.012926140440114786,0.016235538738681787,0.012926140440114786,-0.027692858386894482
72,0.3521898631177073,0.3983777082908556,0.06783116880374851,0.007043797262354145,0.007967554165817112,0.007043797262354145,-0.08643376623925031
73,0.7783535810517463,0.24114116617680192,0.38779568327197245,0.015567071621034927,0.004822823323536039,0.015567071621034927,-0.02244086334560551
74,0.7765214826063264,0.9135640694397994,0.6064525766214522,0.015530429652126528,0.01827128138879599,0.015530429652126528,0.02129051532429045
75,0.7257982379098225,0.47804315838252465,0.4757643012189713,0.01451596475819645,0.009560863167650493,0.01451596475819645,-0.004847139756205743
76,0.1497353142366591,0.728566696019145,0.4111051602417254,0.0029947062847331817,0.0145713339203829,0.0029947062847331817,-0.017778967951654925
77,0.5658911653896349,0.8109960206527214,0.31725648035689236,0.011317823307792699,0.016219920413054426,0.011317823307792699,-0.03654870392862153
